patch_id,papilla_id,x,y,size,perimeter,eccentricity,redness_score,a_channel,hue,saturation
88,0,157.29411764705884,215.29411764705884,17.0,12.82842712474619,0.708642384639249,0.34661057964131436,128.11764705882354,8.823529411764707,44.0
88,4,151.13333333333333,220.93333333333334,15.0,12.242640687119284,0.5888687894520033,0.557996667948225,128.0,22.0,70.86666666666666
89,0,169.74137931034483,215.45689655172413,116.0,62.24264068711928,0.9912298520672249,0.48924900831611,128.31034482758622,22.698275862068964,62.060344827586206
89,2,187.83870967741936,217.06451612903226,31.0,21.449747468305834,0.8518654463990382,0.28017079799212746,128.70967741935485,36.61290322580645,70.96774193548387
89,5,151.13333333333333,220.93333333333334,15.0,12.242640687119284,0.5888687894520033,0.557996667948225,128.0,22.0,70.86666666666666
90,0,171.87878787878788,215.4848484848485,99.0,53.41421356237309,0.9877919858794131,0.5137640130484376,128.34343434343435,25.08080808080808,65.16161616161617
90,1,188.0,217.0,32.0,21.071067811865476,0.8827940407480604,0.26880145256632065,128.6875,30.3125,68.09375
90,2,193.10526315789474,220.94736842105263,19.0,15.071067811865476,0.7714160310701866,0.09252865667477138,128.31578947368422,35.526315789473685,23.473684210526315
96,0,408.0,213.5,40.0,24.82842712474619,0.9260421207595928,0.9278273356401384,128.35,19.875,117.675
96,2,401.11764705882354,214.58823529411765,17.0,12.242640687119284,0.6259432312521288,0.5285207047063347,128.47058823529412,28.470588235294116,67.0
96,3,397.8125,219.46875,32.0,21.071067811865476,0.8851421715558497,0.36600105728565935,128.25,23.90625,46.4375
97,1,413.06410256410254,213.56410256410257,78.0,45.89949493661166,0.9822398677362562,0.8281751240672366,128.28205128205127,21.987179487179485,105.06410256410257
97,2,401.11764705882354,214.58823529411765,17.0,12.242640687119284,0.6259432312521288,0.5285207047063347,128.47058823529412,28.470588235294116,67.0
97,3,423.5,217.73076923076923,26.0,17.65685424949238,0.8489717800862031,0.6402082039452281,128.0,20.0,81.3076923076923
97,4,397.8125,219.46875,32.0,21.071067811865476,0.8851421715558497,0.36600105728565935,128.25,23.90625,46.4375
98,0,419.3225806451613,213.5806451612903,31.0,19.65685424949238,0.8452944301857295,0.6914731026768302,128.1290322580645,25.161290322580644,87.7741935483871
98,1,423.5,217.73076923076923,26.0,17.65685424949238,0.8489717800862031,0.6402082039452281,128.0,20.0,81.3076923076923
105,0,157.29411764705884,215.2941176470588,17.0,12.82842712474619,0.708642384639249,0.34661057964131436,128.11764705882354,8.823529411764707,44.0
105,4,151.21875,223.5625,32.0,23.071067811865476,0.925176822061918,0.6703463811995387,128.125,22.5,85.09375
105,6,152.0,237.5,96.0,44.828427124746185,0.9676350425971019,0.8121957366824724,128.16666666666666,21.552083333333332,103.08333333333333
105,8,153.10714285714286,252.67857142857144,28.0,17.414213562373096,0.5722396840745008,0.77427582797825,128.5,12.571428571428571,98.14285714285714
106,0,169.74137931034483,215.45689655172413,116.0,62.24264068711928,0.9912298520672249,0.48924900831611,128.31034482758622,22.698275862068964,62.060344827586206
106,2,187.83870967741936,217.06451612903226,31.0,21.449747468305834,0.8518654463990382,0.28017079799212746,128.70967741935485,36.61290322580645,70.96774193548387
106,5,151.24242424242425,223.54545454545456,33.0,23.65685424949238,0.9239450387232621,0.6703140877157863,128.12121212121212,22.727272727272727,85.0909090909091
106,9,178.64705882352942,225.88235294117646,17.0,13.449747468305832,0.6898809914976781,1.4492457385966804,166.05882352941177,4.117647058823529,160.23529411764707
106,10,152.0,237.5,96.0,44.828427124746185,0.9676350425971019,0.8121957366824724,128.16666666666666,21.552083333333332,103.08333333333333
106,11,179.06976744186045,230.4418604651163,43.0,24.899494936611664,0.5685734989378755,1.3740145457222115,164.51162790697674,4.27906976744186,152.72093023255815
106,21,190.0,248.5,18.0,14.0,0.8783100656536799,1.1488445564621397,159.44444444444446,3.5555555555555554,129.94444444444446
106,22,153.10714285714286,252.67857142857144,28.0,17.414213562373096,0.5722396840745008,0.77427582797825,128.5,12.571428571428571,98.14285714285714
107,0,171.87878787878788,215.4848484848485,99.0,53.41421356237309,0.9877919858794131,0.5137640130484376,128.34343434343435,25.08080808080808,65.16161616161617
107,1,188.0,217.0,32.0,21.071067811865476,0.8827940407480604,0.26880145256632065,128.6875,30.3125,68.09375
107,2,192.78571428571428,222.39285714285714,28.0,20.485281374238568,0.9134871995874821,0.11802446468783591,128.42857142857142,40.17857142857143,29.928571428571427
107,5,178.64705882352942,225.88235294117646,17.0,13.449747468305832,0.6898809914976781,1.4492457385966804,166.05882352941177,4.117647058823529,160.23529411764707
107,8,179.06976744186045,230.4418604651163,43.0,24.899494936611664,0.5685734989378755,1.3740145457222115,164.51162790697674,4.27906976744186,152.72093023255815
107,15,195.1315789473684,238.76315789473685,38.0,24.485281374238568,0.9163016486628528,0.45098051995769783,128.52631578947367,2.026315789473684,57.1578947368421
107,18,208.70833333333334,240.41666666666666,24.0,16.48528137423857,0.8357853846913702,0.26663500149515135,128.54166666666666,6.333333333333333,33.791666666666664
107,20,197.36363636363637,246.0,22.0,15.65685424949238,0.8305658144858319,0.5819100727310856,128.45454545454547,18.09090909090909,73.77272727272727
107,21,204.22727272727272,244.9090909090909,22.0,15.899494936611667,0.786690616797061,0.2693111041207927,128.5,2.090909090909091,34.13636363636363
107,24,199.9375,251.9375,16.0,13.621320343559644,0.7088387240459237,1.2414292579777009,131.5625,5.875,155.5
108,0,242.85858585858585,225.32323232323233,99.0,58.520815280171306,0.985504541376394,0.34614079701633443,128.56565656565655,34.17171717171717,87.72727272727273
