patch_id,papilla_id,x,y,size,perimeter,eccentricity,redness_score,a_channel,hue,saturation
78,4,251.06666666666666,180.26666666666665,15.0,12.242640687119286,0.6251156929423434,0.44699225084369254,129.06666666666666,70.06666666666666,113.06666666666666
78,6,248.75,186.75,20.0,15.035533905932738,0.8920181639527608,0.5380198385236447,132.4,87.6,134.35
79,1,278.24242424242425,161.9090909090909,33.0,24.071067811865476,0.94169286548931,0.25902137660552255,128.72727272727272,48.24242424242424,65.60606060606061
79,3,285.22222222222223,163.72222222222223,18.0,13.449747468305832,0.6739381422231114,0.4979585249737756,129.77777777777777,97.44444444444444,125.61111111111111
79,9,263.0,168.73913043478262,23.0,16.86396103067893,0.8493281185907554,0.46138892341101906,129.47826086956522,81.52173913043478,116.52173913043478
79,19,281.14285714285717,176.61904761904762,21.0,15.242640687119284,0.8180190941572727,0.6102707749766572,158.66666666666666,174.0,138.42857142857142
79,20,253.86666666666667,176.93333333333334,15.0,12.48528137423857,0.5888687894520033,0.3742505873809219,129.06666666666666,60.53333333333333,94.66666666666667
79,27,280.36842105263156,179.4736842105263,19.0,16.071067811865476,0.8964713887362675,0.5848200297988948,159.6315789473684,173.8421052631579,132.21052631578948
79,28,250.86666666666667,180.46666666666667,15.0,11.65685424949238,0.47609522856952347,0.4498913751121363,129.06666666666666,70.0,113.8
79,30,248.78947368421052,186.68421052631578,19.0,15.035533905932738,0.9013615451245011,0.5343480719646502,132.52631578947367,92.21052631578948,133.3684210526316
80,1,278.24242424242425,161.9090909090909,33.0,24.071067811865476,0.94169286548931,0.25902137660552255,128.72727272727272,48.24242424242424,65.60606060606061
80,3,285.5,163.7,20.0,14.65685424949238,0.7177978915815421,0.45795555555555556,129.6,87.7,115.6
80,7,293.6222222222222,166.57777777777778,45.0,27.899494936611664,0.9442143631288586,0.559517906218406,130.64444444444445,81.71111111111111,140.66666666666666
80,10,263.1363636363636,168.63636363636363,22.0,15.65685424949238,0.8134185576788951,0.4641237159261694,129.54545454545453,85.22727272727273,117.18181818181819
80,11,309.14925373134326,168.19402985074626,67.0,46.86396103067892,0.9874040941053243,0.42130046285983014,130.29850746268656,60.776119402985074,106.05970149253731
80,15,257.6190476190476,173.61904761904762,21.0,16.86396103067893,0.8346560766954854,0.4940927482103953,129.71428571428572,43.38095238095238,124.66666666666667
80,22,281.14285714285717,176.61904761904762,21.0,15.242640687119284,0.8180190941572727,0.6102707749766572,158.66666666666666,174.0,138.42857142857142
80,26,296.1212121212121,177.84848484848484,33.0,22.106601717798213,0.45946575188216005,0.674338562303331,157.1818181818182,173.78787878787878,153.75757575757575
80,27,307.3333333333333,176.58333333333334,24.0,18.31370849898476,0.696405407628864,0.6800937139561708,154.125,174.04166666666666,156.75
80,28,314.6842105263158,177.5263157894737,38.0,23.65685424949238,0.902079039833035,0.6574019368216573,151.97368421052633,173.97368421052633,152.68421052631578
80,33,280.36842105263156,179.4736842105263,19.0,16.071067811865476,0.8964713887362675,0.5848200297988948,159.6315789473684,173.8421052631579,132.21052631578948
80,34,292.11538461538464,180.1153846153846,26.0,17.071067811865476,0.7171588082027014,0.6274092122055923,159.53846153846155,173.84615384615384,141.8846153846154
81,0,293.5,166.52173913043478,46.0,28.485281374238568,0.9469662659320971,0.5516417998312413,130.58695652173913,79.93478260869566,138.7173913043478
81,1,313.765306122449,168.4591836734694,98.0,66.55634918610404,0.9926121540414579,0.45634101900063745,130.30612244897958,72.0,114.87755102040816
81,2,345.7391304347826,169.80434782608694,46.0,28.48528137423857,0.9448802644117672,0.535862722567807,130.56521739130434,84.73913043478261,134.7608695652174
81,3,332.3333333333333,170.03703703703704,27.0,20.242640687119284,0.9536520153865509,0.5021479445755009,129.62962962962962,77.85185185185185,126.74074074074075
81,15,296.6666666666667,177.20833333333334,24.0,17.48528137423857,0.573745189214123,0.6831666239480544,156.45833333333334,173.75,156.16666666666666
81,16,307.3333333333333,176.58333333333334,24.0,18.31370849898476,0.696405407628864,0.6800937139561708,154.125,174.04166666666666,156.75
